time,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eye_state
56.671875,4277.44,3990.26,4247.18,4107.18,4330.26,4602.05,4056.92,4616.41,4204.62,4233.85,4214.36,4275.38,4602.05,4348.21,closed
56.6796875,4276.92,3987.69,4246.67,4104.62,4321.03,4599.49,4053.33,4615.38,4201.54,4223.59,4212.31,4277.44,4598.97,4347.69,closed
56.6875,4274.87,3982.56,4241.54,4096.92,4320.51,4603.08,4054.87,4624.62,4211.79,4223.08,4205.13,4270.26,4592.31,4341.03,closed
56.6953125,4274.36,3983.08,4233.85,4095.9,4329.74,4611.79,4061.03,4629.74,4212.31,4227.69,4204.62,4264.62,4592.82,4341.54,closed
56.703125,4278.46,3990.26,4236.92,4103.59,4334.87,4610.77,4060.0,4623.08,4202.05,4223.59,4210.77,4267.18,4596.92,4351.79,closed
56.7109375,4291.79,4001.03,4250.26,4112.82,4335.38,4607.18,4055.38,4615.38,4200.51,4223.08,4214.87,4274.87,4602.56,4360.0,closed
56.71875,4296.41,4001.54,4257.44,4118.97,4336.41,4611.28,4061.03,4615.38,4206.15,4226.15,4210.77,4278.46,4602.56,4356.41,closed
56.7265625,4291.28,3994.87,4261.54,4120.0,4334.87,4615.9,4070.77,4620.0,4207.69,4222.56,4207.18,4274.36,4591.79,4349.74,closed
56.734375,4288.21,3992.31,4262.05,4117.95,4332.82,4616.41,4072.31,4621.54,4203.59,4218.46,4207.18,4273.33,4584.62,4346.15,closed
56.7421875,4287.18,3994.36,4255.9,4116.92,4334.87,4616.92,4069.23,4621.54,4204.1,4220.51,4206.67,4271.28,4588.21,4345.13,closed
56.75,4285.13,4000.51,4248.72,4118.97,4334.87,4615.9,4069.23,4622.56,4208.21,4224.62,4206.15,4263.59,4593.85,4347.18,closed
56.7578125,4287.18,4004.62,4250.26,4120.0,4333.33,4614.87,4068.72,4623.08,4209.74,4229.23,4209.74,4264.1,4597.44,4352.31,closed
56.765625,4287.69,3998.97,4253.85,4116.92,4330.77,4614.87,4067.18,4618.46,4202.56,4226.15,4211.28,4271.28,4598.46,4352.82,closed
56.7734375,4278.97,3988.21,4249.74,4108.21,4325.64,4611.79,4065.64,4614.87,4197.95,4214.87,4205.13,4271.79,4592.82,4343.08,closed
56.78125,4272.82,3986.15,4246.15,4105.13,4326.15,4608.21,4059.49,4611.79,4201.03,4213.85,4201.03,4268.21,4586.67,4338.97,closed
56.7890625,4277.44,3989.74,4249.74,4108.72,4331.79,4606.15,4051.28,4608.72,4200.51,4221.54,4205.64,4265.64,4591.28,4344.62,closed
56.796875,4277.95,3986.67,4244.62,4109.74,4329.74,4608.72,4054.87,4610.77,4193.33,4218.97,4204.1,4261.03,4589.74,4338.46,closed
56.8046875,4266.67,3979.49,4229.23,4106.15,4322.56,4610.77,4063.08,4612.31,4190.77,4208.21,4192.82,4249.23,4576.92,4325.64,closed
56.8125,4266.67,3985.13,4229.74,4106.15,4326.67,4607.18,4065.13,4614.87,4203.59,4213.85,4194.36,4247.69,4579.49,4331.79,closed
56.8203125,4281.54,4000.0,4241.54,4116.92,4333.33,4607.69,4064.62,4622.56,4220.51,4232.31,4209.23,4263.08,4595.38,4348.72,closed
56.828125,4284.62,4002.05,4237.95,4117.44,4327.69,4611.79,4065.13,4628.21,4222.56,4238.97,4213.85,4268.21,4600.0,4346.67,closed
56.8359375,4272.31,3992.82,4228.72,4105.64,4321.54,4608.21,4058.97,4623.08,4207.69,4226.67,4204.1,4255.9,4591.79,4333.33,closed
56.84375,4265.13,3989.23,4230.26,4104.1,4319.49,4603.08,4051.79,4610.26,4193.85,4214.36,4194.87,4251.28,4583.08,4329.74,closed
56.8515625,4267.18,3987.69,4236.92,4109.74,4318.46,4602.56,4054.36,4607.69,4195.38,4210.26,4188.21,4257.95,4573.33,4333.85,closed
56.859375,4271.28,3984.1,4239.49,4108.21,4319.49,4603.08,4058.46,4611.79,4196.41,4206.67,4188.21,4263.08,4573.85,4337.44,closed
56.8671875,4276.41,3987.18,4238.97,4105.13,4321.03,4604.62,4056.41,4613.85,4194.87,4213.33,4200.51,4265.64,4588.21,4342.05,closed
56.875,4281.54,3992.82,4240.0,4105.64,4322.05,4609.23,4061.03,4616.92,4199.49,4224.1,4211.28,4265.64,4595.38,4348.72,closed
56.8828125,4287.18,3993.85,4245.64,4107.69,4325.64,4613.85,4072.82,4620.51,4206.67,4225.64,4214.36,4266.67,4596.41,4355.38,closed
56.890625,4290.26,3990.26,4250.77,4108.21,4328.72,4614.87,4074.36,4621.03,4211.28,4224.1,4213.33,4270.26,4602.05,4354.36,closed
56.8984375,4285.13,3986.67,4245.64,4105.13,4327.69,4613.33,4066.67,4622.05,4215.9,4232.31,4211.79,4269.23,4604.1,4346.67,closed
56.90625,4277.95,3987.18,4236.41,4104.62,4327.18,4612.31,4062.56,4623.08,4212.82,4236.92,4207.69,4264.62,4596.92,4341.03,closed
56.9140625,4274.36,3988.72,4236.92,4106.67,4327.69,4612.82,4065.13,4625.13,4214.36,4230.77,4208.21,4263.08,4596.41,4345.64,closed
56.921875,4283.59,3990.77,4250.77,4106.67,4331.79,4612.82,4069.23,4629.23,4220.0,4234.36,4217.95,4270.77,4606.67,4356.41,closed
56.9296875,4296.41,3993.33,4262.05,4113.33,4333.85,4612.82,4070.26,4623.59,4203.59,4232.31,4217.95,4277.44,4604.1,4357.95,closed
56.9375,4300.51,3995.9,4263.59,4118.46,4330.26,4612.31,4067.69,4616.92,4194.36,4217.44,4208.72,4275.38,4595.9,4354.87,closed
56.9453125,4295.38,3994.36,4261.54,4110.77,4329.74,4616.41,4072.31,4627.18,4209.23,4214.36,4205.13,4273.85,4596.41,4353.33,closed
56.953125,4288.72,3989.74,4252.31,4107.18,4334.36,4623.08,4082.05,4635.38,4216.41,4224.62,4206.15,4275.38,4595.38,4351.28,closed
56.9609375,4289.23,3993.33,4250.77,4116.41,4337.44,4621.03,4078.46,4630.77,4213.85,4229.74,4208.72,4278.46,4594.87,4356.41,closed
56.96875,4294.87,4004.1,4262.56,4126.67,4340.0,4616.92,4073.85,4628.21,4217.95,4234.36,4216.92,4281.03,4603.59,4364.1,closed
56.9765625,4301.03,4011.79,4270.77,4132.82,4343.59,4623.08,4084.1,4630.77,4218.46,4242.56,4225.64,4283.59,4614.36,4369.74,closed
56.984375,4306.67,4011.79,4268.21,4139.49,4346.67,4629.74,4088.72,4630.77,4221.03,4250.26,4230.26,4290.26,4620.51,4375.9,closed
56.9921875,4309.23,4008.21,4266.67,4136.92,4344.62,4624.62,4080.0,4630.77,4224.62,4253.85,4232.82,4293.33,4624.1,4374.36,closed
57.0,4302.05,4003.59,4260.0,4126.15,4338.46,4619.49,4072.31,4629.74,4221.03,4250.26,4229.23,4284.62,4618.97,4360.51,closed
57.0078125,4293.33,4001.03,4248.21,4120.51,4336.41,4623.08,4070.77,4630.77,4223.59,4245.13,4224.1,4273.33,4612.31,4353.33,closed
57.015625,4294.36,3999.49,4251.28,4120.0,4336.92,4625.64,4070.26,4631.79,4225.64,4243.08,4222.56,4272.31,4611.79,4358.46,closed
57.0234375,4298.46,4001.54,4262.56,4123.08,4335.9,4621.03,4070.77,4625.64,4214.36,4235.9,4217.95,4273.33,4608.72,4362.05,closed
57.03125,4301.03,4007.18,4265.64,4126.15,4334.87,4617.95,4070.26,4615.9,4205.13,4229.23,4211.79,4275.38,4604.1,4363.59,closed
57.0390625,4303.08,4006.67,4265.13,4126.67,4335.38,4619.49,4068.72,4614.36,4202.56,4227.69,4213.33,4282.56,4606.15,4364.62,closed
57.046875,4298.97,4001.03,4265.13,4123.59,4330.26,4617.44,4068.72,4616.92,4201.03,4224.62,4209.74,4281.54,4605.13,4355.38,closed
57.0546875,4286.67,3997.44,4261.03,4120.0,4323.59,4613.33,4069.23,4616.92,4203.08,4220.51,4198.97,4270.26,4592.31,4343.59,closed
57.0625,4282.56,3996.41,4258.97,4121.54,4328.72,4614.87,4067.18,4618.97,4209.23,4220.0,4197.95,4266.67,4585.13,4346.67,closed
57.0703125,4290.26,3996.41,4261.54,4125.64,4334.87,4618.46,4067.69,4624.62,4210.77,4224.1,4204.62,4276.41,4592.82,4355.9,closed
57.078125,4292.82,3998.46,4260.51,4124.62,4331.79,4618.46,4066.15,4623.08,4207.69,4230.77,4211.79,4281.03,4602.56,4355.38,closed
57.0859375,4292.31,4003.08,4261.54,4124.62,4333.33,4616.41,4058.46,4614.87,4206.15,4233.33,4219.49,4277.95,4605.64,4355.9,closed
57.09375,4298.46,4006.15,4266.67,4132.82,4337.95,4615.9,4056.92,4618.46,4214.87,4237.95,4225.13,4279.49,4608.72,4363.08,closed
57.1015625,4303.08,4008.21,4268.21,4138.97,4339.49,4618.46,4062.05,4627.69,4223.08,4249.23,4227.69,4283.59,4619.49,4369.74,closed
57.109375,4306.15,4010.77,4270.26,4137.95,4340.51,4622.56,4064.1,4625.13,4221.03,4252.82,4232.82,4288.72,4629.74,4376.41,closed
57.1171875,4311.79,4011.79,4276.41,4136.92,4339.49,4623.59,4066.67,4622.05,4222.05,4246.67,4230.26,4291.79,4625.64,4378.46,closed
57.125,4314.36,4011.28,4280.0,4138.97,4337.44,4622.56,4069.23,4623.59,4221.03,4241.54,4224.1,4292.82,4620.51,4377.44,closed
57.1328125,4311.79,4011.28,4278.97,4137.95,4335.9,4618.46,4062.56,4616.41,4201.03,4235.38,4225.13,4288.21,4622.56,4372.31,closed
57.140625,4305.64,4007.18,4270.77,4131.79,4330.26,4608.21,4056.92,4608.72,4187.69,4225.64,4215.9,4276.92,4616.92,4362.05,closed
57.1484375,4296.92,4001.54,4263.08,4131.28,4324.62,4602.05,4055.9,4610.77,4191.79,4216.92,4203.08,4270.26,4604.62,4358.46,closed
57.15625,4292.31,3998.46,4261.54,4131.28,4326.67,4606.15,4053.33,4611.79,4196.92,4212.82,4203.08,4271.28,4602.56,4358.97,closed
57.1640625,4287.18,3996.41,4261.03,4126.67,4330.26,4611.28,4053.85,4612.31,4205.64,4218.46,4205.64,4270.26,4604.1,4353.85,closed
57.171875,4280.0,3993.85,4258.46,4128.72,4332.31,4614.36,4058.46,4617.95,4214.36,4227.69,4201.03,4267.69,4598.46,4346.67,closed
57.1796875,4278.46,3990.77,4258.97,4132.31,4333.33,4618.97,4061.54,4621.54,4212.82,4225.64,4195.9,4266.15,4590.77,4342.56,closed
57.1875,4281.54,3991.79,4261.54,4128.72,4329.23,4619.49,4061.54,4618.46,4207.18,4222.56,4196.92,4265.64,4589.23,4344.1,closed
57.1953125,4287.18,3996.92,4261.54,4131.28,4326.67,4615.38,4057.95,4613.85,4202.05,4227.69,4202.05,4270.77,4594.87,4350.77,closed
57.203125,4294.87,3998.46,4267.18,4140.51,4328.72,4609.74,4051.28,4613.85,4204.62,4233.85,4212.82,4280.51,4602.05,4359.49,closed
57.2109375,4298.97,3998.46,4274.36,4140.51,4329.74,4605.64,4051.79,4615.9,4212.31,4239.49,4220.0,4285.64,4606.67,4365.13,closed
57.21875,4296.92,4000.0,4269.74,4136.92,4330.26,4611.79,4057.44,4613.85,4207.69,4241.03,4215.9,4285.13,4607.69,4362.05,closed
57.2265625,4293.85,4000.51,4261.03,4136.41,4332.31,4616.92,4057.95,4612.31,4203.59,4234.87,4208.21,4277.95,4601.03,4352.31,closed
57.234375,4292.31,3998.97,4262.05,4137.95,4333.33,4614.87,4057.95,4615.9,4212.31,4229.23,4209.23,4275.38,4595.38,4353.33,closed
57.2421875,4291.28,4002.05,4266.15,4138.97,4333.85,4619.49,4057.95,4614.87,4206.15,4224.62,4210.77,4280.51,4599.49,4356.41,closed
57.25,4289.74,4005.13,4262.05,4136.92,4334.87,4625.64,4055.9,4610.77,4192.31,4218.97,4205.64,4275.9,4601.54,4350.26,closed
57.2578125,4291.79,4008.72,4261.54,4142.56,4335.9,4620.0,4052.31,4613.85,4202.05,4227.18,4210.77,4273.33,4603.08,4355.9,closed
57.265625,4302.56,4014.36,4272.31,4152.31,4334.87,4610.77,4045.13,4613.85,4208.21,4240.0,4222.05,4286.67,4612.31,4368.72,closed
57.2734375,4309.74,4015.38,4278.97,4154.36,4335.9,4608.21,4043.08,4606.67,4194.87,4236.41,4219.49,4292.31,4615.38,4367.69,closed
57.28125,4305.64,4018.46,4279.49,4155.38,4340.0,4612.31,4049.23,4606.67,4201.54,4233.33,4217.95,4286.67,4610.77,4366.67,closed
57.2890625,4303.59,4018.97,4276.92,4158.46,4342.56,4620.0,4054.87,4621.03,4225.64,4241.03,4222.05,4283.08,4612.82,4367.18,closed
57.296875,4302.05,4009.74,4269.23,4150.77,4341.03,4625.64,4056.92,4629.23,4225.13,4240.51,4216.92,4277.44,4613.33,4358.97,closed
57.3046875,4298.46,4006.67,4266.15,4143.59,4338.46,4626.67,4056.41,4618.46,4204.62,4232.82,4209.23,4272.31,4608.72,4358.46,closed
57.3125,4301.03,4011.79,4274.87,4150.77,4335.9,4623.08,4055.38,4607.69,4197.44,4232.31,4212.82,4278.97,4612.82,4366.15,closed
57.3203125,4305.64,4011.28,4282.05,4155.9,4335.38,4617.95,4054.87,4605.13,4198.97,4231.79,4217.95,4286.15,4617.44,4364.62,closed
57.328125,4305.13,4008.21,4280.0,4152.82,4341.03,4620.0,4058.97,4604.62,4197.44,4225.64,4213.85,4284.1,4611.79,4359.49,closed
57.3359375,4303.59,4014.36,4280.51,4152.31,4344.1,4623.08,4060.51,4607.18,4195.9,4226.15,4213.85,4284.1,4610.26,4361.03,closed
57.34375,4302.05,4018.46,4280.51,4154.36,4337.44,4618.97,4057.44,4613.85,4204.1,4231.28,4217.95,4284.62,4617.95,4364.1,closed
57.3515625,4301.03,4010.26,4279.49,4150.26,4332.31,4618.97,4058.97,4620.0,4214.36,4230.77,4215.9,4280.51,4616.92,4361.54,closed
57.359375,4303.59,4008.21,4280.51,4144.62,4335.9,4621.54,4062.05,4621.03,4212.82,4231.79,4212.82,4280.0,4609.74,4358.46,closed
57.3671875,4298.97,4007.69,4274.36,4140.51,4332.82,4616.92,4059.49,4615.38,4207.69,4236.41,4212.82,4283.08,4608.21,4352.82,closed
57.375,4290.77,3995.38,4262.05,4131.79,4323.59,4612.31,4058.46,4614.87,4210.77,4231.28,4210.77,4280.51,4605.13,4351.28,closed
57.3828125,4293.33,3989.23,4261.54,4123.08,4326.67,4614.87,4062.05,4617.44,4206.15,4222.05,4208.72,4276.41,4603.08,4356.92,closed
57.390625,4296.92,4000.0,4266.67,4122.56,4335.38,4621.54,4062.05,4613.33,4195.38,4224.62,4212.31,4276.92,4607.18,4356.41,closed
57.3984375,4292.82,4007.69,4256.92,4127.18,4334.87,4623.59,4058.97,4610.77,4200.0,4227.69,4212.82,4274.36,4607.69,4351.28,closed
57.40625,4290.26,4005.13,4250.26,4125.64,4331.79,4620.0,4060.51,4613.85,4204.1,4224.62,4211.79,4271.79,4604.62,4355.9,closed
57.4140625,4294.36,4006.15,4259.49,4120.51,4333.33,4616.41,4061.03,4616.41,4198.46,4226.15,4216.92,4276.92,4611.28,4365.64,closed
57.421875,4303.08,4010.77,4266.15,4125.64,4335.38,4612.31,4056.92,4614.36,4202.05,4234.36,4227.18,4284.62,4623.59,4372.82,closed
57.4296875,4311.79,4012.82,4267.18,4133.85,4335.9,4610.26,4052.82,4611.79,4210.77,4240.51,4233.33,4290.26,4629.23,4377.44,closed
57.4375,4311.79,4011.79,4268.72,4129.23,4335.38,4613.33,4051.79,4612.82,4210.26,4240.0,4229.74,4289.23,4627.69,4377.44,closed
57.4453125,4309.23,4006.67,4265.64,4119.49,4331.79,4613.85,4049.23,4611.79,4205.64,4235.38,4226.67,4285.64,4623.59,4372.82,closed
57.453125,4309.23,4004.62,4262.56,4120.0,4328.72,4611.79,4047.69,4602.56,4196.41,4228.72,4225.13,4287.18,4623.59,4371.79,closed
57.4609375,4305.64,4008.21,4267.18,4123.08,4332.31,4616.92,4054.36,4602.56,4195.38,4228.72,4221.03,4288.21,4626.67,4374.87,closed
57.46875,4303.59,4007.18,4267.18,4122.05,4333.85,4620.51,4061.54,4615.38,4208.72,4232.82,4221.54,4286.15,4623.59,4372.82,closed
57.4765625,4301.54,4002.05,4261.54,4121.54,4330.26,4617.95,4061.03,4616.41,4206.67,4231.28,4219.49,4280.51,4614.87,4361.54,closed
57.484375,4297.95,4004.1,4260.0,4122.05,4333.85,4621.54,4061.54,4611.28,4195.9,4226.67,4209.74,4273.85,4614.36,4357.44,closed
57.4921875,4298.97,4012.31,4263.59,4123.08,4337.95,4625.64,4065.13,4617.44,4202.05,4226.15,4208.21,4273.85,4619.49,4363.08,closed
57.5,4303.08,4012.82,4264.62,4122.56,4334.36,4620.51,4063.08,4623.08,4209.74,4232.31,4215.38,4278.97,4615.38,4362.56,closed
57.5078125,4302.56,4011.79,4265.64,4124.62,4335.38,4622.05,4059.49,4617.95,4209.23,4233.33,4211.79,4280.51,4608.72,4360.0,closed
57.515625,4305.64,4016.41,4273.33,4133.85,4342.56,4628.72,4061.03,4614.36,4207.69,4229.23,4210.26,4280.0,4613.33,4365.64,closed
57.5234375,4312.31,4021.03,4280.0,4140.0,4344.1,4626.67,4061.54,4616.92,4207.18,4234.36,4218.46,4282.05,4620.0,4370.26,closed
57.53125,4308.72,4021.54,4277.95,4137.44,4342.05,4622.56,4056.92,4614.36,4205.13,4244.62,4221.54,4284.1,4619.49,4369.23,closed
57.5390625,4307.69,4024.1,4277.44,4136.41,4345.13,4624.62,4054.36,4613.33,4206.67,4241.54,4219.49,4286.15,4621.54,4372.82,closed
57.546875,4316.92,4025.64,4280.51,4140.0,4345.13,4625.64,4055.38,4623.08,4220.51,4244.62,4226.67,4290.77,4631.28,4383.59,closed
57.5546875,4322.05,4025.13,4281.03,4139.49,4342.05,4626.67,4061.03,4631.28,4230.77,4258.97,4235.38,4297.95,4640.0,4388.72,closed
57.5625,4316.41,4024.1,4283.08,4138.46,4343.08,4632.82,4066.15,4630.26,4222.56,4258.46,4230.26,4301.03,4639.49,4385.64,closed
57.5703125,4310.26,4017.95,4279.49,4134.87,4340.0,4635.38,4068.21,4628.21,4215.38,4245.13,4221.03,4294.36,4632.82,4380.51,closed
57.578125,4307.69,4013.33,4267.69,4126.67,4332.82,4631.28,4069.23,4631.28,4223.59,4239.49,4218.46,4287.18,4626.15,4377.44,closed
57.5859375,4310.77,4018.46,4263.59,4126.67,4335.9,4625.13,4064.62,4627.69,4219.49,4240.51,4215.38,4287.18,4626.67,4375.9,closed
57.59375,4312.82,4025.64,4266.15,4134.87,4342.56,4621.54,4058.97,4620.51,4210.26,4241.03,4209.23,4285.64,4628.72,4378.46,closed
57.6015625,4313.33,4026.67,4267.18,4137.44,4339.49,4622.05,4062.05,4620.0,4217.44,4240.0,4208.21,4283.08,4628.21,4383.08,closed
57.609375,4316.92,4021.54,4270.77,4132.31,4333.85,4625.13,4070.26,4626.15,4222.56,4241.03,4209.74,4285.13,4623.08,4382.05,closed
57.6171875,4320.0,4017.44,4276.92,4125.64,4332.82,4623.59,4067.18,4630.26,4220.0,4243.59,4208.21,4289.23,4618.97,4380.0,closed
57.625,4315.9,4016.92,4280.0,4128.72,4333.33,4618.97,4056.41,4623.59,4212.82,4242.05,4210.26,4291.79,4624.1,4382.56,closed
57.6328125,4313.85,4016.41,4277.44,4135.9,4328.72,4618.97,4055.38,4618.46,4209.74,4236.92,4209.74,4291.79,4628.21,4382.05,closed
57.640625,4313.85,4011.79,4268.72,4130.26,4326.67,4620.51,4057.95,4623.59,4216.92,4237.95,4206.15,4289.74,4623.59,4378.97,closed
57.6484375,4311.28,4010.26,4267.18,4120.51,4329.74,4624.1,4061.03,4629.23,4216.92,4241.03,4205.64,4287.69,4621.54,4378.46,closed
57.65625,4312.31,4012.31,4272.31,4122.05,4329.74,4630.26,4067.69,4627.69,4208.21,4237.44,4205.64,4285.64,4624.1,4378.97,closed
57.6640625,4313.85,4012.31,4268.21,4125.13,4327.18,4627.69,4068.72,4622.56,4210.77,4234.87,4205.64,4286.15,4627.18,4376.92,closed
57.671875,4311.79,4012.31,4267.18,4124.1,4329.74,4619.49,4064.1,4622.56,4215.38,4237.95,4208.21,4288.21,4628.21,4376.92,closed
57.6796875,4312.82,4015.38,4277.44,4125.13,4333.33,4621.54,4067.18,4624.62,4209.23,4237.95,4208.21,4287.18,4625.13,4382.05,closed
57.6875,4320.0,4018.97,4280.51,4128.72,4333.85,4627.18,4071.79,4627.69,4216.41,4237.44,4206.15,4289.23,4625.64,4387.18,closed
57.6953125,4326.15,4020.0,4277.95,4134.36,4335.9,4626.15,4068.72,4632.82,4234.36,4247.18,4212.82,4298.46,4637.44,4392.82,closed
57.703125,4324.1,4018.46,4282.05,4139.49,4337.44,4626.15,4070.26,4633.85,4228.72,4255.38,4215.38,4301.54,4639.49,4389.23,closed
57.7109375,4312.82,4014.87,4278.46,4134.87,4334.36,4626.67,4075.9,4630.26,4210.77,4246.67,4202.05,4289.23,4619.49,4375.9,closed
57.71875,4301.03,4004.1,4267.69,4124.1,4331.28,4622.05,4075.38,4625.13,4203.59,4232.31,4190.26,4279.49,4605.64,4366.15,closed
57.7265625,4298.46,3994.87,4263.08,4120.0,4327.69,4616.92,4075.38,4620.51,4201.54,4226.15,4189.23,4277.95,4602.05,4365.13,closed
57.734375,4298.97,3996.92,4264.62,4123.08,4327.18,4617.44,4082.05,4618.97,4198.97,4226.67,4189.74,4278.97,4598.97,4366.67,closed
57.7421875,4297.95,3997.95,4265.64,4122.05,4327.69,4620.0,4087.18,4620.0,4201.03,4226.15,4189.74,4281.03,4601.03,4367.69,closed
57.75,4300.0,3998.46,4263.59,4122.05,4327.18,4619.49,4084.1,4622.05,4204.62,4225.13,4193.85,4283.08,4611.28,4374.87,closed
57.7578125,4312.31,4009.74,4268.72,4133.33,4328.72,4616.41,4077.95,4625.13,4205.64,4232.31,4201.03,4284.62,4620.0,4385.64,closed
57.765625,4325.64,4021.54,4277.44,4140.51,4328.21,4617.95,4076.92,4626.15,4207.69,4237.95,4199.49,4283.08,4623.59,4388.21,closed
57.7734375,4324.62,4020.0,4278.46,4135.38,4328.21,4623.59,4081.54,4626.67,4213.85,4238.97,4196.92,4285.64,4625.13,4386.15,closed
57.78125,4317.44,4013.33,4278.46,4136.92,4330.77,4625.64,4081.03,4629.23,4222.05,4247.18,4204.1,4294.36,4625.13,4386.67,closed
57.7890625,4311.28,4007.69,4278.46,4137.44,4328.72,4622.56,4073.33,4633.33,4223.08,4250.26,4205.64,4297.44,4621.03,4383.08,closed
57.796875,4306.67,4004.1,4268.21,4126.67,4327.18,4618.46,4067.69,4627.69,4206.15,4237.44,4198.46,4286.67,4614.36,4375.38,closed
57.8046875,4306.67,4007.18,4263.59,4125.64,4332.31,4615.9,4067.18,4613.85,4193.33,4229.23,4195.9,4279.49,4617.44,4376.92,closed
57.8125,4308.72,4009.23,4274.36,4135.9,4334.36,4615.38,4071.79,4613.85,4201.54,4236.92,4198.97,4284.62,4625.13,4382.05,closed
57.8203125,4307.69,4008.72,4277.95,4139.49,4329.74,4616.92,4078.97,4623.08,4208.72,4240.51,4202.05,4288.21,4624.62,4383.59,closed
57.828125,4309.23,4007.69,4276.41,4134.36,4326.67,4617.44,4077.95,4620.51,4206.15,4235.9,4204.1,4292.31,4620.51,4385.13,closed
57.8359375,4308.21,4001.54,4274.87,4127.18,4321.03,4620.51,4078.46,4618.46,4206.15,4232.31,4198.46,4295.9,4617.95,4376.92,closed
57.84375,4299.49,3990.77,4267.18,4119.49,4315.9,4628.72,4085.64,4626.67,4208.72,4225.64,4188.21,4289.23,4609.74,4367.18,closed
57.8515625,4297.95,3992.31,4267.69,4124.1,4321.03,4626.15,4085.13,4627.18,4207.18,4221.03,4190.26,4285.64,4607.18,4373.33,closed
57.859375,4304.62,4005.13,4280.51,4135.9,4330.26,4616.92,4077.95,4626.15,4210.77,4230.77,4200.51,4293.33,4616.92,4381.03,closed
57.8671875,4305.64,4007.18,4280.51,4135.9,4331.28,4613.85,4077.95,4632.31,4213.33,4235.9,4203.59,4295.9,4620.51,4377.44,closed
57.875,4304.1,4002.05,4274.36,4133.85,4329.23,4616.92,4080.51,4628.21,4207.18,4229.23,4194.36,4291.28,4613.85,4376.41,closed
57.8828125,4309.74,4004.62,4280.0,4137.44,4330.26,4616.41,4075.38,4623.59,4209.74,4229.74,4190.77,4287.69,4611.79,4378.46,closed
57.890625,4309.23,4006.67,4278.97,4135.38,4328.21,4614.87,4071.79,4629.74,4214.87,4235.38,4195.9,4283.08,4615.9,4372.31,closed
57.8984375,4299.49,3998.46,4266.15,4124.62,4321.03,4614.36,4073.33,4627.18,4207.69,4230.26,4193.85,4281.03,4614.87,4368.21,closed
57.90625,4298.97,3994.36,4263.59,4121.54,4321.03,4615.9,4072.82,4617.44,4198.97,4226.67,4191.79,4282.05,4610.77,4369.74,closed
57.9140625,4306.67,3998.46,4274.36,4126.15,4321.03,4616.41,4073.85,4623.08,4204.1,4225.64,4194.87,4280.0,4609.23,4370.26,closed
57.921875,4308.21,4002.05,4279.49,4126.67,4317.95,4609.74,4075.38,4634.36,4210.26,4223.08,4193.85,4281.54,4608.21,4373.85,closed
57.9296875,4304.62,3999.49,4269.74,4123.59,4316.92,4605.13,4071.28,4626.15,4198.97,4220.51,4188.72,4282.05,4604.1,4368.21,closed
57.9375,4301.54,3994.36,4262.05,4122.56,4318.97,4607.69,4067.18,4615.38,4193.33,4219.49,4183.59,4272.31,4601.03,4356.92,closed
57.9453125,4298.97,3993.33,4262.05,4123.08,4318.97,4612.31,4070.77,4621.54,4206.15,4223.08,4184.1,4266.15,4601.03,4357.95,closed
57.953125,4297.95,3996.41,4262.56,4124.62,4320.51,4615.38,4077.44,4630.26,4213.85,4227.69,4189.74,4271.28,4603.08,4364.62,closed
57.9609375,4301.54,3997.44,4262.05,4125.64,4324.62,4617.44,4079.49,4631.28,4208.21,4233.33,4194.87,4279.49,4606.15,4366.67,closed
57.96875,4308.72,4001.54,4267.69,4129.74,4327.18,4617.95,4083.59,4630.26,4208.21,4235.38,4196.41,4284.62,4611.79,4372.82,closed
57.9765625,4312.31,4004.1,4274.36,4135.38,4327.18,4616.92,4086.15,4632.31,4217.44,4233.33,4198.97,4288.72,4616.92,4381.03,closed
57.984375,4312.31,3997.95,4277.44,4137.95,4327.18,4616.92,4077.95,4633.85,4224.1,4240.51,4200.0,4292.31,4611.28,4376.92,closed
57.9921875,4310.26,3994.36,4276.92,4134.87,4326.15,4618.46,4074.87,4640.0,4228.21,4247.69,4196.92,4291.28,4602.05,4368.72,closed
58.0,4306.67,3996.92,4271.79,4130.77,4321.54,4617.95,4083.59,4644.1,4230.26,4241.54,4193.33,4284.1,4602.05,4366.15,closed
58.0078125,4303.59,3994.36,4271.28,4133.85,4318.46,4613.85,4081.03,4633.33,4215.38,4233.33,4189.74,4280.0,4603.59,4365.13,closed
58.015625,4306.15,3991.28,4274.36,4136.41,4321.54,4607.18,4069.23,4617.44,4193.85,4231.79,4190.26,4282.56,4602.56,4365.64,closed
58.0234375,4311.28,3995.38,4277.95,4132.82,4322.56,4602.56,4063.59,4612.82,4190.77,4228.72,4194.36,4283.59,4607.18,4370.77,closed
58.03125,4311.79,4001.03,4277.95,4133.85,4320.51,4604.62,4065.13,4620.51,4203.59,4227.18,4193.85,4283.08,4612.82,4374.36,closed
58.0390625,4313.33,4004.1,4272.82,4138.46,4324.1,4609.74,4066.67,4625.13,4208.72,4229.74,4191.28,4283.59,4610.77,4370.77,closed
58.046875,4311.28,4004.1,4267.69,4139.49,4328.21,4613.85,4066.15,4618.97,4198.46,4227.69,4191.28,4280.0,4605.13,4366.67,closed
